Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Milk_Temperature,Milk_pH,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Clotting,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,Ambient_Temperature_C,Humidity_pct,THI,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,class1,SCC_Change_3d,SCC_Change_7d,Conductivity_Change_3d,Conductivity_Change_7d,Yield_Change_3d,Yield_Change_7d,Activity_Change_3d,Activity_Change_7d,Rumination_Change_3d,Rumination_Change_7d,Temperature_Change_3d,Temperature_Change_7d
R03863,C0518,Synthetic,Synthetic_History,9,5,Jersey,4.5,3,3,183,0,0,39.34,40.58,61.3,413.8,12.04,43.6,37.85,,6.96,781,5.1,,3.91,3.22,4.54,12.43,39.8,48.9,90.8,1,3,2,,,,,,,,,,,,,
R03864,C0518,Synthetic,Synthetic_History,8,6,Jersey,4.5,3,3,182,0,0,39.27,39.77,60.3,364.8,12.99,36.3,38.22,,6.62,961,4.95,,4.17,3.31,4.89,13.21,38.4,45.9,88.4,1,3,2,,,,,,,,,,,,,
R03865,C0518,Synthetic,Synthetic_History,7,7,Jersey,4.5,3,3,181,0,0,39.41,40.38,61.2,393.7,13.68,49.0,38.44,,7.1,899,5.55,,3.86,3.55,4.4,12.43,39.0,45.3,88.9,1,3,2,,,,,,,,,,,,,
R03866,C0519,Synthetic,Synthetic_History,15,1,Crossbred,8.1,6,6,236,1,0,39.28,40.4,68.8,423.5,15.95,60.8,38.08,,6.57,818,9.45,,4.42,3.29,4.68,13.14,34.6,80.4,90.4,1,1,3,,,,,,,,,,,,,
R03867,C0519,Synthetic,Synthetic_History,14,2,Crossbred,8.1,6,6,235,1,0,39.27,40.38,70.2,424.4,13.29,56.7,38.06,,6.16,676,7.21,,4.06,3.45,4.92,13.04,35.1,74.0,89.8,1,1,3,,,,,,,,,,,,,
R03868,C0519,Synthetic,Synthetic_History,13,3,Crossbred,8.1,6,6,234,1,0,39.43,40.25,70.9,443.9,14.75,38.3,37.69,,5.98,797,7.72,,4.2,3.15,4.36,12.53,34.0,74.2,88.2,1,1,3,,,,,,,,,,,,,
R03869,C0519,Synthetic,Synthetic_History,12,4,Crossbred,8.1,6,6,233,1,0,39.2,40.22,76.6,443.6,13.03,47.9,37.64,,6.3,728,8.08,,3.35,3.17,4.8,12.17,33.9,73.8,88.0,1,1,3,,,,,,,,,,,,,
R03870,C0519,Synthetic,Synthetic_History,11,5,Crossbred,8.1,6,6,232,1,0,39.12,40.1,84.0,450.9,13.26,59.5,37.43,,5.84,780,9.74,,4.75,3.61,4.8,13.9,34.6,80.4,90.4,1,1,3,,,,,,,,,,,,,
R03871,C0519,Synthetic,Synthetic_History,10,6,Crossbred,8.1,6,6,231,1,0,39.83,41.0,83.4,453.0,14.68,59.9,37.75,,5.76,771,9.39,,3.16,3.45,4.54,11.88,32.7,84.1,88.0,1,1,3,,,,,,,,,,,,,
R03872,C0519,Synthetic,Synthetic_History,9,7,Crossbred,8.1,6,6,230,1,0,39.46,40.23,92.7,428.5,12.57,44.6,37.59,,5.81,681,7.45,,4.52,3.19,4.64,13.06,33.6,83.5,89.3,1,1,3,,,,,,,,,,,,,
R03873,C0520,Synthetic,Synthetic_History,13,1,Sahiwal,6.0,5,5,23,0,1,38.47,38.44,75.2,524.2,13.1,97.9,35.79,,4.82,210,21.29,,3.98,3.39,4.39,12.39,31.7,64.3,83.0,2,2,2,,,,,,,,,,,,,
R03874,C0520,Synthetic,Synthetic_History,12,2,Sahiwal,6.0,5,5,22,0,1,38.41,38.7,80.6,523.7,11.57,94.1,35.6,,4.94,189,20.5,,3.66,2.87,4.67,11.86,32.4,65.9,84.2,2,2,2,,,,,,,,,,,,,
R03875,C0520,Synthetic,Synthetic_History,11,3,Sahiwal,6.0,5,5,21,0,1,38.44,39.04,86.5,512.6,13.53,79.1,36.07,,4.88,209,18.81,,3.4,3.23,4.43,11.87,34.1,64.7,86.5,2,2,2,,,,,,,,,,,,,
R03876,C0520,Synthetic,Synthetic_History,10,4,Sahiwal,6.0,5,5,20,0,1,38.28,38.63,84.9,500.4,11.11,84.5,36.39,,5.27,233,16.24,,3.96,2.86,5.01,12.68,34.9,62.9,87.3,2,2,2,,,,,,,,,,,,,
R03877,C0520,Synthetic,Synthetic_History,9,5,Sahiwal,6.0,5,5,19,0,1,38.68,39.34,81.6,539.9,12.42,65.7,36.31,,5.11,284,16.4,,3.99,2.82,4.62,12.15,33.6,58.5,84.6,2,2,2,,,,,,,,,,,,,
R03878,C0520,Synthetic,Synthetic_History,8,6,Sahiwal,6.0,5,5,18,0,1,38.38,38.81,81.3,526.6,11.83,87.0,36.03,,5.44,262,16.97,,4.06,3.29,4.53,12.54,33.5,59.7,84.7,2,2,2,,,,,,,,,,,,,
R03879,C0520,Synthetic,Synthetic_History,7,7,Sahiwal,6.0,5,5,17,0,1,38.92,39.58,87.8,525.6,13.19,92.1,36.33,,5.38,312,17.24,,3.76,3.62,4.79,12.87,33.9,54.4,84.2,2,2,2,,,,,,,,,,,,,
R03880,C0521,Synthetic,Synthetic_History,11,1,Sahiwal,4.8,4,4,40,1,1,38.35,38.57,37.9,472.7,13.38,122.2,35.75,,4.56,140,24.94,,3.65,3.23,4.49,12.27,24.2,61.0,71.8,1,3,2,,,,,,,,,,,,,
R03881,C0521,Synthetic,Synthetic_History,10,2,Sahiwal,4.8,4,4,39,1,1,38.54,38.79,44.2,464.8,14.33,116.6,35.57,,4.62,148,25.52,,3.91,3.22,4.54,12.17,23.4,56.9,70.3,1,3,2,,,,,,,,,,,,,
R03882,C0521,Synthetic,Synthetic_History,9,3,Sahiwal,4.8,4,4,38,1,1,38.8,39.33,48.2,439.8,12.26,125.2,35.83,,4.48,151,26.54,,2.96,3.11,4.94,11.88,22.8,59.9,69.7,1,3,2,,,,,,,,,,,,,
R03883,C0521,Synthetic,Synthetic_History,8,4,Sahiwal,4.8,4,4,37,1,1,38.36,38.66,63.6,408.3,14.4,115.5,35.78,,4.74,145,26.22,,4.13,3.17,4.97,13.02,22.9,61.0,70.0,1,3,2,,,,,,,,,,,,,
R03884,C0521,Synthetic,Synthetic_History,7,5,Sahiwal,4.8,4,4,36,1,1,38.4,38.87,66.6,416.6,12.25,117.6,35.72,,4.89,173,25.71,,4.16,3.29,4.91,13.1,21.3,56.8,67.4,1,3,2,,,,,,,,,,,,,
R03885,C0521,Synthetic,Synthetic_History,6,6,Sahiwal,4.8,4,4,35,1,1,38.48,38.96,61.1,449.5,15.38,134.1,35.81,,4.6,191,26.81,,4.46,3.0,5.2,13.39,20.5,57.7,66.4,1,3,2,,,,,,,,,,,,,
R03886,C0521,Synthetic,Synthetic_History,5,7,Sahiwal,4.8,4,4,34,1,1,38.74,39.11,59.2,460.6,14.13,105.5,35.83,,4.15,158,24.6,,4.18,3.2,4.81,12.86,19.6,57.4,65.1,1,3,2,,,,,,,,,,,,,
R03887,C0522,Synthetic,Synthetic_History,18,1,Holstein_Friesian,3.7,3,3,48,1,1,38.12,38.78,67.5,489.7,21.22,115.5,35.2,,3.87,193,26.86,,3.49,3.12,4.76,11.85,32.2,90.0,88.2,1,2,2,,,,,,,,,,,,,
R03888,C0522,Synthetic,Synthetic_History,17,2,Holstein_Friesian,3.7,3,3,47,1,1,38.31,38.64,56.6,507.1,24.63,113.1,35.09,,3.88,179,26.95,,3.49,3.63,4.39,12.21,32.5,90.2,88.7,1,2,2,,,,,,,,,,,,,
R03889,C0522,Synthetic,Synthetic_History,16,3,Holstein_Friesian,3.7,3,3,46,1,1,38.36,38.68,66.1,511.4,24.21,133.2,35.04,,4.16,237,29.12,,4.58,3.33,4.5,13.22,30.6,87.6,85.2,1,2,2,,,,,,,,,,,,,
R03890,C0522,Synthetic,Synthetic_History,15,4,Holstein_Friesian,3.7,3,3,45,1,1,37.98,38.63,79.3,488.6,22.5,119.2,35.08,,3.7,237,26.94,,3.82,3.03,5.2,12.76,29.7,86.3,83.4,1,2,2,,,,,,,,,,,,,
R03891,C0522,Synthetic,Synthetic_History,14,5,Holstein_Friesian,3.7,3,3,44,1,1,38.17,38.65,83.0,496.7,24.14,129.2,34.98,,3.59,300,27.26,,3.94,3.38,4.48,12.55,27.3,85.3,79.3,1,2,2,,,,,,,,,,,,,
R03892,C0522,Synthetic,Synthetic_History,13,6,Holstein_Friesian,3.7,3,3,43,1,1,38.01,38.32,85.2,513.0,24.13,137.8,35.06,,3.86,309,29.11,,3.77,3.73,4.65,12.85,27.1,88.9,79.4,1,2,2,,,,,,,,,,,,,
R03893,C0522,Synthetic,Synthetic_History,12,7,Holstein_Friesian,3.7,3,3,42,1,1,38.47,38.68,88.0,519.3,22.78,114.0,35.16,,3.87,282,28.36,,3.97,3.29,4.34,12.3,24.9,88.5,75.6,1,2,2,,,,,,,,,,,,,
R03894,C0523,Synthetic,Synthetic_History,22,1,Crossbred,3.8,3,3,71,0,0,38.25,38.64,81.3,502.4,19.79,141.9,35.63,,5.1,180,30.45,,3.25,3.33,4.86,12.28,29.0,46.7,76.6,1,2,2,,,,,,,,,,,,,
R03895,C0523,Synthetic,Synthetic_History,21,2,Crossbred,3.8,3,3,70,0,0,38.49,38.55,83.6,512.4,19.7,136.8,35.84,,5.18,112,30.69,,4.0,3.13,4.56,12.19,28.2,46.2,75.4,1,2,2,,,,,,,,,,,,,
R03896,C0523,Synthetic,Synthetic_History,20,3,Crossbred,3.8,3,3,69,0,0,38.53,39.16,87.9,490.0,16.87,142.0,35.98,,5.26,91,30.97,,4.22,3.1,4.84,12.83,27.5,47.2,74.7,1,2,2,,,,,,,,,,,,,
R03897,C0523,Synthetic,Synthetic_History,19,4,Crossbred,3.8,3,3,68,0,0,38.38,38.76,89.7,531.9,17.34,143.1,35.72,,5.47,62,30.71,,3.81,3.23,5.16,12.85,29.3,47.0,76.9,1,2,2,,,,,,,,,,,,,
R03898,C0523,Synthetic,Synthetic_History,18,5,Crossbred,3.8,3,3,67,0,0,38.19,38.38,87.5,574.2,18.71,127.5,35.46,,5.54,66,30.66,,3.98,3.76,5.01,13.61,30.6,50.0,79.0,1,2,2,,,,,,,,,,,,,
R03899,C0523,Synthetic,Synthetic_History,17,6,Crossbred,3.8,3,3,66,0,0,38.26,38.36,87.7,609.3,18.64,133.8,35.62,,5.44,58,30.38,,3.55,3.55,4.41,12.17,29.9,48.6,78.0,1,2,2,,,,,,,,,,,,,
R03900,C0523,Synthetic,Synthetic_History,16,7,Crossbred,3.8,3,3,65,0,0,38.14,38.45,75.3,584.0,19.16,135.5,35.57,,5.54,45,31.13,,3.33,3.34,4.95,12.34,29.9,50.8,78.3,1,2,2,,,,,,,,,,,,,
R03901,C0524,Synthetic,Synthetic_History,14,1,Jersey,2.0,1,1,38,0,0,39.22,40.27,56.6,508.8,15.11,86.3,38.11,,6.57,820,13.2,,3.62,3.21,4.52,12.21,17.7,40.4,61.9,2,3,2,,,,,,,,,,,,,
R03902,C0524,Synthetic,Synthetic_History,13,2,Jersey,2.0,1,1,37,0,0,39.16,40.3,58.2,511.4,13.58,75.2,38.05,,6.54,707,14.52,,3.3,3.35,4.72,12.13,18.1,39.6,62.4,2,3,2,,,,,,,,,,,,,
R03903,C0524,Synthetic,Synthetic_History,12,3,Jersey,2.0,1,1,36,0,0,39.42,40.13,56.0,518.3,15.03,76.1,38.05,,6.56,623,15.26,,3.77,3.19,4.8,12.4,17.6,35.5,61.6,2,3,2,,,,,,,,,,,,,
R03904,C0524,Synthetic,Synthetic_History,11,4,Jersey,2.0,1,1,35,0,0,39.39,40.58,55.8,476.8,13.35,64.8,38.5,,6.29,692,13.47,,3.61,3.15,4.51,12.02,16.6,32.9,60.5,2,3,2,,,,,,,,,,,,,
R03905,C0524,Synthetic,Synthetic_History,10,5,Jersey,2.0,1,1,34,0,0,39.31,40.43,55.8,472.1,13.85,82.0,38.37,,6.09,504,13.87,,3.76,3.47,4.75,12.63,16.1,32.4,59.9,2,3,2,,,,,,,,,,,,,
R03906,C0524,Synthetic,Synthetic_History,9,6,Jersey,2.0,1,1,33,0,0,39.27,40.1,45.6,487.4,15.59,63.3,38.33,,6.31,538,13.15,,4.22,3.35,4.39,12.65,16.3,30.3,60.1,2,3,2,,,,,,,,,,,,,
R03907,C0524,Synthetic,Synthetic_History,8,7,Jersey,2.0,1,1,32,0,0,39.58,40.47,44.7,492.2,13.46,58.3,38.37,,6.39,574,12.23,,4.05,3.68,4.85,13.35,16.3,27.1,60.0,2,3,2,,,,,,,,,,,,,
R03908,C0525,Synthetic,Synthetic_History,27,1,Crossbred,5.0,4,4,19,0,1,38.74,39.1,72.6,484.8,15.75,134.0,35.05,,5.24,138,28.66,,4.04,3.35,5.11,13.38,20.3,48.0,65.6,2,2,2,,,,,,,,,,,,,
R03909,C0525,Synthetic,Synthetic_History,26,2,Crossbred,5.0,4,4,18,0,1,38.36,38.37,74.7,482.6,17.34,118.0,35.02,,5.16,149,28.05,,3.91,3.34,4.52,12.57,19.4,48.3,64.4,2,2,2,,,,,,,,,,,,,
R03910,C0525,Synthetic,Synthetic_History,25,3,Crossbred,5.0,4,4,17,0,1,38.38,38.78,63.5,518.0,18.38,137.0,34.71,,5.05,145,29.91,,4.26,3.37,4.67,13.03,20.0,52.5,65.4,2,2,2,,,,,,,,,,,,,
R03911,C0525,Synthetic,Synthetic_History,24,4,Crossbred,5.0,4,4,16,0,1,38.08,38.5,65.0,523.5,17.63,130.5,34.46,,5.51,125,30.55,,3.33,3.18,4.93,12.09,17.5,52.0,62.1,2,2,2,,,,,,,,,,,,,
R03912,C0525,Synthetic,Synthetic_History,23,5,Crossbred,5.0,4,4,15,0,1,38.27,38.35,60.8,527.5,18.48,140.7,34.72,,5.52,140,31.71,,3.49,3.32,4.88,12.24,18.5,56.9,63.6,2,2,2,,,,,,,,,,,,,
R03913,C0525,Synthetic,Synthetic_History,22,6,Crossbred,5.0,4,4,14,0,1,38.43,38.41,60.6,544.6,19.32,128.8,34.48,,5.38,154,32.0,,3.73,3.32,5.2,12.97,18.0,62.1,63.1,2,2,2,,,,,,,,,,,,,
R03914,C0525,Synthetic,Synthetic_History,21,7,Crossbred,5.0,4,4,13,0,1,37.92,38.36,64.3,545.1,18.44,136.7,34.08,,4.96,115,30.8,,4.18,3.7,4.97,13.62,16.3,57.6,60.6,2,2,2,,,,,,,,,,,,,
R03915,C0526,Synthetic,Synthetic_History,1,1,Holstein_Friesian,6.0,5,5,202,1,1,38.51,38.9,90.4,478.8,22.38,100.3,35.47,,4.29,149,21.5,,3.64,2.95,4.74,11.99,28.9,70.0,79.8,2,3,2,,,,,,,,,,,,,
R03916,C0527,Synthetic,Synthetic_History,1,1,Gir,2.0,2,2,8,0,0,38.22,39.13,75.1,488.3,12.49,115.5,35.57,,4.67,174,20.12,,4.22,3.21,4.72,12.82,26.4,77.6,76.8,3,3,2,,,,,,,,,,,,,
R03917,C0528,Synthetic,Synthetic_History,22,1,Gir,3.3,2,2,239,0,0,38.38,38.81,83.1,417.3,11.57,91.1,35.69,,5.47,152,19.9,,3.88,3.02,4.84,12.54,26.4,60.6,74.9,1,3,2,,,,,,,,,,,,,
R03918,C0528,Synthetic,Synthetic_History,21,2,Gir,3.3,2,2,238,0,0,38.28,38.45,80.1,440.4,11.03,97.1,35.8,,5.16,160,21.42,,4.14,3.48,4.48,12.93,26.5,63.4,75.4,1,3,2,,,,,,,,,,,,,
R03919,C0528,Synthetic,Synthetic_History,20,3,Gir,3.3,2,2,237,0,0,38.42,39.1,86.1,454.0,13.02,102.8,35.84,,5.29,189,21.75,,4.06,3.75,5.2,13.66,27.5,60.3,76.4,1,3,2,,,,,,,,,,,,,
R03920,C0528,Synthetic,Synthetic_History,19,4,Gir,3.3,2,2,236,0,0,38.47,38.76,83.4,438.9,12.5,88.8,35.72,,5.71,221,18.88,,4.24,3.09,4.33,12.34,26.1,61.6,74.5,1,3,2,,,,,,,,,,,,,
R03921,C0528,Synthetic,Synthetic_History,18,5,Gir,3.3,2,2,235,0,0,38.13,38.13,78.6,470.9,10.36,88.7,35.74,,5.53,185,17.53,,4.29,3.22,4.75,12.95,25.4,64.2,73.9,1,3,2,,,,,,,,,,,,,
R03922,C0528,Synthetic,Synthetic_History,17,6,Gir,3.3,2,2,234,0,0,38.28,38.42,78.1,478.9,13.03,89.0,35.31,,5.4,192,18.0,,3.68,3.48,4.72,12.59,25.4,66.6,74.2,1,3,2,,,,,,,,,,,,,
R03923,C0528,Synthetic,Synthetic_History,16,7,Gir,3.3,2,2,233,0,0,38.64,38.95,76.6,488.3,13.15,81.7,35.92,,5.54,224,18.14,,3.86,3.1,4.77,12.45,26.3,68.4,75.6,1,3,2,,,,,,,,,,,,,
R03924,C0529,Synthetic,Synthetic_History,21,1,Sahiwal,2.4,1,1,41,0,0,38.37,38.48,45.4,501.0,12.69,94.4,34.46,,5.13,104,20.27,,4.16,3.09,4.86,12.65,33.8,86.1,90.1,4,3,3,,,,,,,,,,,,,
R03925,C0529,Synthetic,Synthetic_History,20,2,Sahiwal,2.4,1,1,40,0,0,38.28,38.64,41.7,493.9,12.11,102.3,34.38,,5.07,124,21.31,,3.24,3.04,4.7,11.71,32.6,85.6,88.1,4,3,3,,,,,,,,,,,,,
R03926,C0529,Synthetic,Synthetic_History,19,3,Sahiwal,2.4,1,1,39,0,0,38.02,38.4,43.3,489.4,16.22,111.8,34.55,,5.17,110,23.9,,3.89,3.16,4.91,12.63,32.6,85.8,88.2,4,3,3,,,,,,,,,,,,,
R03927,C0529,Synthetic,Synthetic_History,18,4,Sahiwal,2.4,1,1,38,0,0,38.07,38.51,38.8,502.6,12.89,105.6,34.24,,4.93,84,22.96,,3.34,3.36,4.43,11.86,31.7,82.3,86.0,4,3,3,,,,,,,,,,,,,
R03928,C0529,Synthetic,Synthetic_History,17,5,Sahiwal,2.4,1,1,37,0,0,38.16,38.55,36.5,509.8,12.02,131.0,34.14,,4.63,94,24.39,,3.99,2.98,4.67,12.37,32.9,89.5,89.3,4,3,3,,,,,,,,,,,,,
R03929,C0529,Synthetic,Synthetic_History,16,6,Sahiwal,2.4,1,1,36,0,0,38.4,38.51,26.2,496.4,12.82,113.6,34.51,,4.86,122,23.06,,2.63,3.87,4.84,12.18,32.9,86.7,88.8,4,3,3,,,,,,,,,,,,,
R03930,C0529,Synthetic,Synthetic_History,15,7,Sahiwal,2.4,1,1,35,0,0,38.17,38.71,16.8,495.2,14.0,104.3,34.58,,5.53,137,22.5,,4.05,3.05,4.98,12.85,31.7,88.2,87.1,4,3,3,,,,,,,,,,,,,
R03931,C0530,Synthetic,Synthetic_History,18,1,Crossbred,2.8,3,3,19,0,1,38.5,38.69,85.5,449.8,17.22,103.5,35.39,,4.99,157,23.07,,3.41,3.24,4.7,12.01,24.7,63.6,72.8,3,4,2,,,,,,,,,,,,,
R03932,C0530,Synthetic,Synthetic_History,17,2,Crossbred,2.8,3,3,18,0,1,38.21,39.07,85.8,465.4,18.57,118.2,35.24,,5.28,234,24.3,,4.06,3.35,4.67,12.67,25.1,58.3,72.7,3,4,2,,,,,,,,,,,,,
R03933,C0530,Synthetic,Synthetic_History,16,3,Crossbred,2.8,3,3,17,0,1,38.38,39.13,78.2,455.0,18.46,119.6,35.41,,5.27,195,25.95,,4.34,3.77,5.02,13.93,26.1,54.9,73.8,3,4,2,,,,,,,,,,,,,
R03934,C0530,Synthetic,Synthetic_History,15,4,Crossbred,2.8,3,3,16,0,1,38.35,38.96,78.2,446.3,19.19,128.3,35.39,,5.37,174,26.03,,3.53,3.45,4.98,12.64,25.5,56.6,73.1,3,4,2,,,,,,,,,,,,,
R03935,C0530,Synthetic,Synthetic_History,14,5,Crossbred,2.8,3,3,15,0,1,38.53,38.76,87.8,447.4,18.44,109.8,35.34,,5.14,162,23.15,,3.05,3.45,4.91,11.94,23.7,54.9,70.5,3,4,2,,,,,,,,,,,,,
R03936,C0530,Synthetic,Synthetic_History,13,6,Crossbred,2.8,3,3,14,0,1,38.25,38.77,93.0,428.5,15.24,104.0,35.01,,4.91,168,22.04,,3.29,2.88,5.05,11.85,23.9,50.5,70.4,3,4,2,,,,,,,,,,,,,
R03937,C0530,Synthetic,Synthetic_History,12,7,Crossbred,2.8,3,3,13,0,1,38.17,38.86,95.9,448.5,17.01,117.7,35.02,,5.2,109,22.71,,3.57,3.31,4.92,12.42,23.3,46.0,69.2,3,4,2,,,,,,,,,,,,,
R03938,C0531,Synthetic,Synthetic_History,24,1,Jersey,4.6,4,4,47,1,0,38.86,39.2,79.9,480.9,13.83,77.8,36.22,,4.72,168,12.91,,3.88,3.13,4.83,12.44,24.4,60.3,72.0,3,3,2,,,,,,,,,,,,,
R03939,C0531,Synthetic,Synthetic_History,23,2,Jersey,4.6,4,4,46,1,0,38.82,39.33,74.5,504.9,15.2,79.3,36.67,,4.38,151,13.18,,3.52,3.13,4.44,11.7,22.0,56.5,68.4,3,3,2,,,,,,,,,,,,,
R03940,C0531,Synthetic,Synthetic_History,22,3,Jersey,4.6,4,4,45,1,0,39.04,39.81,73.5,487.7,15.9,66.0,36.99,,4.1,131,11.92,,3.92,3.19,5.1,13.15,21.4,52.1,67.3,3,3,2,,,,,,,,,,,,,
R03941,C0531,Synthetic,Synthetic_History,21,4,Jersey,4.6,4,4,44,1,0,38.82,39.61,78.4,495.8,16.69,82.5,36.67,,3.52,118,14.26,,3.62,3.2,4.64,12.17,22.0,48.6,67.7,3,3,2,,,,,,,,,,,,,
R03942,C0531,Synthetic,Synthetic_History,20,5,Jersey,4.6,4,4,43,1,0,39.23,39.22,85.2,479.8,15.33,71.7,36.78,,3.4,121,14.35,,3.19,3.48,4.98,12.35,23.5,49.8,69.8,3,3,2,,,,,,,,,,,,,
R03943,C0531,Synthetic,Synthetic_History,19,6,Jersey,4.6,4,4,42,1,0,38.54,38.91,82.5,446.4,14.7,88.2,36.64,,3.53,115,13.45,,4.77,3.21,4.79,13.46,22.3,48.8,68.1,3,3,2,,,,,,,,,,,,,
R03944,C0531,Synthetic,Synthetic_History,18,7,Jersey,4.6,4,4,41,1,0,38.93,39.55,80.1,477.2,16.94,82.3,36.78,,3.54,74,14.72,,3.69,3.15,4.83,12.35,22.5,51.7,68.7,3,3,2,,,,,,,,,,,,,
R03945,C0532,Synthetic,Synthetic_History,25,1,Jersey,2.0,1,1,99,0,0,38.34,38.92,96.5,462.9,16.83,103.0,35.12,,4.55,138,18.93,,3.44,3.13,4.76,12.0,24.3,58.5,71.7,3,5,3,,,,,,,,,,,,,
R03946,C0532,Synthetic,Synthetic_History,24,2,Jersey,2.0,1,1,98,0,0,38.47,39.13,100.0,457.2,14.8,92.1,35.12,,4.32,102,17.46,,4.21,2.94,4.92,12.99,25.7,57.3,73.5,3,5,3,,,,,,,,,,,,,
R03947,C0532,Synthetic,Synthetic_History,23,3,Jersey,2.0,1,1,97,0,0,38.13,38.77,100.0,492.7,16.92,69.7,34.62,,4.27,102,17.58,,3.75,3.3,5.2,12.97,26.5,52.6,74.0,3,5,3,,,,,,,,,,,,,
R03948,C0532,Synthetic,Synthetic_History,22,4,Jersey,2.0,1,1,96,0,0,38.24,38.83,98.2,542.1,16.39,97.5,34.51,,4.33,84,19.94,,3.94,2.89,4.6,12.08,27.0,52.0,74.6,3,5,3,,,,,,,,,,,,,
R03949,C0532,Synthetic,Synthetic_History,21,5,Jersey,2.0,1,1,95,0,0,38.22,38.74,91.7,551.5,14.63,84.3,34.75,,4.56,92,19.48,,3.43,3.35,4.56,11.84,27.0,51.6,74.6,3,5,3,,,,,,,,,,,,,
R03950,C0532,Synthetic,Synthetic_History,20,6,Jersey,2.0,1,1,94,0,0,37.93,38.29,89.9,555.4,15.72,99.5,34.56,,4.27,102,19.2,,4.22,2.89,4.93,12.79,26.3,52.8,73.7,3,5,3,,,,,,,,,,,,,
R03951,C0532,Synthetic,Synthetic_History,19,7,Jersey,2.0,1,1,93,0,0,38.01,38.7,88.3,551.7,16.63,106.5,34.44,,4.1,113,18.86,,3.1,3.07,4.78,11.76,24.6,54.0,71.7,3,5,3,,,,,,,,,,,,,
R03952,C0533,Synthetic,Synthetic_History,29,1,Holstein_Friesian,5.6,4,4,283,1,0,38.67,38.96,62.7,469.0,20.69,103.8,36.58,,4.86,151,22.03,,3.43,3.39,5.14,12.61,31.4,98.0,88.2,2,1,2,,,,,,,,,,,,,
R03953,C0533,Synthetic,Synthetic_History,28,2,Holstein_Friesian,5.6,4,4,282,1,0,38.88,39.21,64.1,482.7,22.44,88.5,36.52,,4.65,180,20.63,,4.36,3.07,4.83,12.95,31.9,95.0,88.5,2,1,2,,,,,,,,,,,,,
R03954,C0533,Synthetic,Synthetic_History,27,3,Holstein_Friesian,5.6,4,4,281,1,0,38.97,39.52,61.8,484.0,20.37,98.3,36.53,,4.72,270,20.3,,4.53,3.07,4.47,12.47,31.1,92.5,86.8,2,1,2,,,,,,,,,,,,,
R03955,C0533,Synthetic,Synthetic_History,26,4,Holstein_Friesian,5.6,4,4,280,1,0,39.1,39.64,66.2,479.5,23.06,102.1,36.28,,4.66,406,21.31,,4.57,3.34,4.57,13.38,31.6,95.9,88.1,2,1,2,,,,,,,,,,,,,
R03956,C0533,Synthetic,Synthetic_History,25,5,Holstein_Friesian,5.6,4,4,279,1,0,38.55,38.66,69.0,472.5,21.02,94.0,35.85,,4.23,444,17.96,,3.8,3.41,4.53,12.46,31.2,95.8,87.5,2,1,2,,,,,,,,,,,,,
R03957,C0533,Synthetic,Synthetic_History,24,6,Holstein_Friesian,5.6,4,4,278,1,0,38.36,39.1,64.4,492.0,19.78,84.1,35.98,,3.99,531,15.58,,3.66,3.22,4.41,12.01,30.6,97.1,86.6,2,1,2,,,,,,,,,,,,,
R03958,C0533,Synthetic,Synthetic_History,23,7,Holstein_Friesian,5.6,4,4,277,1,0,38.3,38.64,64.8,469.3,22.71,90.2,35.92,,4.07,521,15.23,,3.56,3.35,4.9,12.56,30.4,98.0,86.4,2,1,2,,,,,,,,,,,,,
R03959,C0534,Synthetic,Synthetic_History,28,1,Jersey,5.9,5,5,65,0,0,38.36,39.14,50.7,395.3,16.8,88.2,35.28,,4.66,190,19.74,,3.88,3.4,4.45,12.51,21.4,61.1,67.8,1,3,2,,,,,,,,,,,,,
R03960,C0534,Synthetic,Synthetic_History,27,2,Jersey,5.9,5,5,64,0,0,38.2,38.6,48.8,378.6,15.71,88.5,35.35,,5.12,180,20.03,,4.02,3.27,4.74,12.63,20.6,62.6,66.9,1,3,2,,,,,,,,,,,,,
R03961,C0534,Synthetic,Synthetic_History,26,3,Jersey,5.9,5,5,63,0,0,38.2,38.48,39.1,394.0,15.6,101.9,35.11,,4.91,156,19.91,,3.92,3.25,4.39,12.28,21.1,58.9,67.3,1,3,2,,,,,,,,,,,,,
R03962,C0534,Synthetic,Synthetic_History,25,4,Jersey,5.9,5,5,62,0,0,38.51,38.76,38.9,400.6,16.11,88.9,35.79,,4.67,189,20.39,,3.66,2.85,4.77,11.94,22.0,63.6,68.8,1,3,2,,,,,,,,,,,,,
R03963,C0534,Synthetic,Synthetic_History,24,5,Jersey,5.9,5,5,61,0,0,38.11,38.83,36.0,356.9,16.69,89.9,35.64,,4.51,165,21.7,,3.25,3.37,4.39,11.92,22.0,62.3,68.8,1,3,2,,,,,,,,,,,,,
